Time	CellId	RNTI	BWPId	SINR(dB)
0.600071	4	1	0	11.8082
0.605071	2	1	0	29.6816
0.605071	4	3	0	-0.642235
0.605071	4	2	0	1.31194
0.605071	4	1	0	10.0708
0.610071	2	1	0	30.1351
0.610071	4	3	0	-0.19343
0.610071	4	2	0	1.14556
0.610071	4	1	0	12.4474
0.611071	4	3	0	1.80737
0.611071	4	2	0	2.00445
0.611071	4	1	0	13.8733
0.615071	2	1	0	30.2569
0.615071	4	3	0	-0.447064
0.615071	4	2	0	0.450854
0.615071	4	1	0	14.4013
0.619071	2	1	0	30.7151
0.620071	2	1	0	30.0525
0.620071	4	3	0	-0.219791
0.620071	4	2	0	-0.304937
0.620071	4	1	0	15.2197
0.621071	4	3	0	26.6571
0.621071	4	2	0	-0.3475
0.621071	4	1	0	9.87884
0.625071	2	1	0	23.3432
0.625071	4	3	0	25.7513
0.625071	4	2	0	-0.226776
0.625071	4	1	0	8.05212
0.628071	4	3	0	26.7393
0.628071	4	2	0	-0.30109
0.628071	4	1	0	9.75258
0.630071	2	1	0	22.6912
0.630071	4	3	0	25.8446
0.630071	4	2	0	-0.526778
0.630071	4	1	0	7.92967
0.635071	2	1	0	22.6697
0.635071	4	3	0	25.8292
0.635071	4	2	0	-0.549148
0.635071	4	1	0	8.0234
0.640071	2	1	0	20.896
0.640071	4	3	0	25.7979
0.640071	4	2	0	-0.876634
0.640071	4	1	0	8.03671
0.645071	2	1	0	21.6632
0.645071	4	3	0	25.7525
0.645071	4	2	0	-0.481799
0.645071	4	1	0	8.07472
0.650071	2	1	0	23.3478
0.650071	4	3	0	25.6653
0.650071	4	2	0	-0.603303
0.650071	4	1	0	8.20557
0.655071	2	1	0	21.3497
0.655071	4	3	0	25.8294
0.655071	4	2	0	-0.405514
0.655071	4	1	0	8.43997
0.660071	2	1	0	23.6067
0.660071	4	3	0	25.7996
0.660071	4	2	0	-0.593069
0.660071	4	1	0	8.38991
0.665071	2	1	0	23.7544
0.665071	4	3	0	25.8609
0.665071	4	2	0	-0.519431
0.665071	4	1	0	8.45194
0.670071	2	1	0	20.9967
0.670071	4	3	0	25.908
0.670071	4	2	0	-0.597251
0.670071	4	1	0	8.32652
0.675071	2	1	0	22.5035
0.675071	4	3	0	25.7936
0.675071	4	2	0	-0.525705
0.675071	4	1	0	8.4185
0.680071	2	1	0	20.4517
0.680071	4	3	0	25.6969
0.680071	4	2	0	-0.616265
0.680071	4	1	0	8.45971
0.685071	2	1	0	21.7834
0.685071	4	3	0	25.7468
0.685071	4	2	0	-0.807291
0.685071	4	1	0	8.45764
0.690071	2	1	0	22.2754
0.690071	4	3	0	25.6484
0.690071	4	2	0	-0.667611
0.690071	4	1	0	8.47528
0.691071	4	3	0	26.5659
0.691071	4	2	0	-0.551141
0.691071	4	1	0	10.114
0.695071	2	1	0	21.8958
0.695071	4	3	0	25.7191
0.695071	4	2	0	-1.15104
0.695071	4	1	0	8.66429
0.699071	2	1	0	23.6899
0.700071	2	1	0	23.57
0.700071	4	3	0	25.6598
